23,1,2,2,1,1,2,0,0,1
36,1,1,5,1,1,2,3,0,1
33,1,3,3,1,1,2,3,0,1
35,3,3,2,1,0,0,3,0,1
25,1,2,4,1,1,2,2,0,1
29,1,3,4,1,0,1,3,0,1
23,2,2,1,1,1,1,1,0,1
19,2,2,1,1,1,1,0,0,1
35,0,1,6,1,1,1,1,1,1
25,2,2,3,1,1,2,1,0,1
40,2,3,6,1,1,0,2,0,1
17,2,3,1,1,1,1,0,0,1
25,1,3,3,1,1,2,2,0,1
24,2,2,1,1,1,2,1,0,1
23,3,3,1,1,1,2,2,0,1
25,1,3,3,1,1,2,1,0,1
30,0,2,4,1,1,2,3,0,1
31,0,0,3,1,1,3,1,1,1
28,2,3,2,1,1,1,2,0,1
30,2,2,3,1,1,2,0,0,1
29,2,3,5,1,1,0,1,0,1
24,0,2,4,1,1,2,2,0,1
26,2,3,2,1,1,0,2,0,1
25,2,2,3,1,1,2,2,0,1
22,3,3,1,1,0,1,3,0,1
19,3,3,1,1,1,1,3,0,1
29,1,2,5,1,1,1,3,0,1
21,2,3,2,1,1,2,2,0,1
41,0,3,9,1,1,1,0,0,1
37,1,3,3,1,1,1,2,0,1
27,3,3,3,1,1,2,3,1,1
26,1,2,2,1,1,1,2,0,1
37,3,3,6,1,0,2,3,0,1
25,2,2,3,1,1,1,0,0,1
32,3,2,3,1,1,1,3,0,1
34,0,3,4,1,1,2,3,1,1
23,3,3,2,1,0,1,3,0,1
28,2,3,2,1,1,2,3,0,1
24,2,3,1,1,1,2,3,0,1
32,1,2,4,1,0,1,1,0,1
22,0,1,3,1,1,2,0,1,1
25,2,2,1,1,1,1,0,0,1
25,1,2,2,1,1,1,3,0,1
38,1,2,3,1,1,1,3,0,1
33,1,1,2,1,1,2,3,0,1
41,3,3,8,1,1,0,3,0,1
22,2,3,1,1,0,0,3,0,1
29,2,2,6,1,1,2,2,0,1
26,2,3,3,1,1,2,2,0,1
28,1,2,3,1,1,2,3,0,1
29,1,3,2,1,1,2,1,0,1
24,2,3,2,1,1,2,2,0,1
29,2,3,3,1,1,2,1,0,1
38,2,3,7,1,1,2,1,0,1
23,2,1,2,1,0,2,1,0,1
20,3,2,1,1,1,2,3,0,1
32,0,3,4,1,1,2,1,0,1
25,1,2,2,1,1,2,0,0,1
26,0,1,3,1,0,2,1,0,1
23,0,1,3,1,1,2,1,1,1
23,3,3,3,1,1,2,2,0,1
28,2,3,5,1,1,1,3,0,1
22,3,3,3,1,1,2,1,0,1
28,1,3,4,1,1,2,3,0,1
24,3,2,3,1,1,2,2,0,1
29,3,3,3,1,0,0,3,0,1
42,3,3,5,1,1,0,3,0,1
27,3,3,2,1,1,2,3,0,1
35,2,3,5,1,1,0,3,0,1
21,2,3,1,1,1,2,1,0,1
21,0,2,1,1,1,2,2,1,1
22,2,3,1,1,1,2,2,0,1
28,2,2,4,1,1,2,2,0,1
22,2,3,1,0,0,0,3,0,1
23,2,1,1,1,1,2,2,0,1
28,2,2,2,0,1,1,2,0,1
30,3,3,3,0,0,1,3,0,1
25,2,3,3,1,0,2,3,0,1
33,3,3,4,1,1,1,2,0,1
33,2,3,6,1,1,2,1,0,1
30,3,3,2,0,0,2,2,0,1
22,1,3,1,1,1,2,2,0,1
38,2,2,2,0,1,2,3,0,1
35,3,2,2,0,1,2,3,0,1
34,1,1,4,0,1,2,1,0,1
39,3,3,2,0,1,2,3,0,1
47,3,2,4,1,1,0,2,0,1
38,3,3,2,1,0,0,3,0,1
21,2,2,1,1,1,1,1,0,1
30,2,3,2,1,1,0,1,0,1
22,3,3,1,0,1,2,0,0,1
25,0,1,3,1,1,1,2,0,1
22,0,2,2,1,1,2,1,0,1
28,3,3,4,1,1,1,2,0,1
25,2,2,2,1,1,1,2,0,1
26,3,3,2,1,0,2,2,0,1
31,2,2,3,1,1,2,0,1,1
32,0,2,4,1,1,2,2,0,1
35,1,3,6,1,1,2,3,0,1
24,1,2,5,1,1,2,2,0,1
28,3,3,2,1,1,0,3,0,1
36,3,3,3,0,0,1,3,0,1
47,3,3,5,1,1,0,2,0,1
26,3,3,2,1,0,0,3,0,1
22,2,3,2,0,1,2,3,0,1
30,3,3,2,1,1,3,2,0,1
19,3,3,1,1,1,2,1,0,1
45,2,3,2,0,1,2,2,0,1
35,0,1,5,1,1,1,1,1,1
32,0,1,6,0,1,1,2,0,1
32,2,3,5,0,1,2,3,0,1
46,1,2,6,0,0,2,3,0,1
41,0,1,6,1,1,2,2,0,1
36,3,3,3,0,1,2,3,0,1
37,2,3,3,0,1,2,3,0,1
37,2,3,4,0,1,1,3,0,1
35,3,3,3,0,1,2,3,0,1
29,1,2,4,1,1,2,1,0,1
28,3,3,2,0,1,1,3,0,1
46,3,3,4,0,1,0,3,0,1
34,3,2,3,0,1,1,3,0,1
43,2,2,2,0,0,2,3,0,1
28,3,3,3,0,0,2,3,0,1
28,2,2,3,1,0,1,3,0,1
34,3,3,6,1,1,1,1,0,1
27,1,3,4,1,1,2,3,0,1
36,0,2,6,1,1,2,1,0,1
17,1,1,0,1,0,2,1,0,1
21,2,2,1,1,1,2,1,0,1
25,1,1,1,1,1,2,0,0,1
23,1,2,2,1,0,2,1,0,1
25,1,1,1,1,1,2,2,0,1
35,0,1,4,1,0,3,3,0,1
32,2,3,4,1,1,2,1,0,1
37,1,2,5,1,1,3,1,0,1
31,2,3,4,1,0,2,2,0,1
25,2,3,3,1,1,2,3,0,1
26,2,3,4,1,1,1,3,0,1
39,0,1,2,1,0,1,3,0,1
21,2,2,2,1,1,1,2,0,1
35,2,1,9,1,0,2,3,0,1
20,1,1,1,1,1,2,1,0,1
40,1,2,5,1,1,2,2,0,1
41,2,2,7,0,1,1,3,0,1
36,1,3,8,1,1,0,3,0,1
40,1,3,3,0,1,2,3,0,1
24,2,3,4,1,1,1,2,0,1
20,2,3,1,0,1,1,3,0,1
32,3,3,4,1,0,0,3,0,1
22,1,1,3,1,0,2,2,0,1
30,2,2,4,1,0,1,1,0,1
31,3,3,3,1,0,0,3,0,1
38,3,3,2,1,1,2,3,0,1
31,3,3,1,1,1,0,3,0,1
25,3,3,2,1,1,1,3,0,1
22,0,1,2,1,1,2,3,0,1
31,3,3,3,1,1,0,3,0,1
29,3,3,3,1,1,2,3,0,1
29,1,2,3,1,0,2,1,0,1
38,3,3,3,0,0,2,2,1,1
22,2,3,2,1,1,1,3,0,1
45,3,3,3,1,1,0,3,0,1
37,3,3,3,0,1,2,3,0,1
36,3,3,3,0,1,1,3,0,1
33,3,3,2,1,1,1,3,0,1
35,3,3,4,0,0,0,3,0,1
31,3,3,3,1,1,3,3,0,1
25,1,2,5,1,1,1,2,0,1
26,2,1,5,1,1,1,1,0,1
23,1,2,3,1,1,1,2,0,1
28,2,3,3,1,1,0,3,0,1
34,2,3,3,0,0,2,3,0,1
46,2,3,9,1,1,2,3,0,1
21,1,0,3,1,0,2,0,1,1
25,1,2,4,1,0,2,1,0,1
28,1,2,6,1,1,1,3,0,1
36,1,3,11,1,1,0,3,1,1
46,0,1,9,1,0,2,3,1,1
32,2,1,5,1,1,2,2,0,1
34,2,2,6,1,1,0,3,0,1
24,3,3,2,1,0,2,2,0,1
21,2,2,1,0,1,2,1,0,1
38,3,2,9,1,1,2,2,0,1
39,3,3,3,1,0,0,3,0,1
35,1,1,6,1,0,1,1,1,1
30,1,2,7,1,1,2,2,0,1
17,2,3,1,1,1,2,2,0,1
32,1,3,3,1,1,2,3,0,1
43,3,3,5,0,1,0,3,0,1
24,0,1,3,1,1,2,1,0,1
26,1,3,3,1,1,0,2,0,1
35,2,3,4,1,0,0,3,0,1
46,2,3,4,1,0,2,3,0,1
29,1,2,3,1,1,2,2,0,1
21,2,3,1,1,0,2,3,0,1
31,3,3,5,1,0,0,3,0,1
24,1,3,3,1,1,2,2,0,1
36,3,3,4,1,1,0,2,0,1
37,1,2,9,1,1,2,2,0,1
37,2,2,6,1,1,2,2,0,1
37,2,2,11,1,1,0,1,0,1
44,3,3,4,0,1,1,2,0,1
35,1,2,6,1,1,1,2,0,1
25,3,3,3,1,1,2,2,0,1
21,3,3,2,1,1,1,2,0,1
16,1,2,1,1,1,2,0,0,1
21,2,1,1,1,1,2,0,1,1
25,1,3,2,1,1,1,3,0,1
26,3,3,1,1,0,1,3,0,1
43,3,3,2,1,1,0,3,0,1
24,3,3,1,1,1,0,3,0,1
30,2,3,3,0,1,2,2,0,1
30,1,2,3,1,1,2,2,0,1
26,3,3,2,1,1,2,2,0,1
29,1,3,4,1,1,2,1,0,1
24,2,3,4,1,1,2,0,0,1
29,2,2,2,1,1,2,1,0,1
29,0,1,1,1,1,2,2,0,1
22,3,3,1,1,1,1,3,0,1
30,2,2,4,1,0,2,1,0,1
24,3,3,1,1,1,1,2,0,1
25,3,3,2,1,1,0,1,0,1
44,3,3,5,1,0,0,3,0,1
28,1,2,3,1,1,1,3,0,1
22,2,2,1,1,1,2,1,0,1
30,1,1,6,1,0,1,2,0,1
25,2,3,3,1,1,1,3,0,1
25,3,3,2,1,1,2,2,0,1
33,3,3,2,1,0,0,3,0,1
33,2,2,4,1,0,1,2,0,1
26,2,2,2,1,0,1,1,0,1
29,2,3,5,1,1,2,2,0,1
32,2,2,4,1,1,1,0,0,1
30,3,3,1,1,0,2,1,0,1
37,3,3,1,0,1,0,3,0,1
31,0,1,4,1,1,2,2,0,1
36,0,1,4,1,1,2,0,1,1
36,1,1,7,1,0,1,1,1,1
26,2,3,2,1,0,1,3,0,1
36,3,3,3,1,1,0,3,0,1
28,3,3,1,1,1,1,3,0,1
25,2,3,2,1,0,1,3,0,1
31,3,3,2,0,1,0,3,0,1
38,3,3,4,1,0,0,3,0,1
35,0,1,5,1,1,2,2,0,1
33,3,3,3,0,0,1,3,0,1
30,1,1,2,1,1,2,1,0,1
20,2,2,2,1,1,1,1,1,1
18,2,2,1,1,1,1,1,0,1
30,2,1,3,1,1,2,2,0,1
35,1,2,6,1,0,2,1,0,1
22,2,2,2,1,1,2,0,0,1
28,1,3,7,1,1,2,2,0,1
21,2,2,1,1,1,2,0,0,1
27,2,3,4,1,1,2,3,0,1
30,2,3,3,1,1,2,2,0,1
25,2,3,2,1,1,2,2,0,1
26,3,3,3,1,1,2,1,0,1
37,1,3,5,1,1,0,3,0,1
47,0,2,9,1,0,2,2,0,1
36,0,0,5,1,1,2,2,0,1
36,1,2,6,1,1,1,3,0,1
36,3,3,3,1,1,1,3,0,1
28,3,3,4,1,1,2,3,0,1
21,3,3,2,1,1,2,2,0,1
25,3,3,2,1,1,1,2,0,1
30,2,3,3,1,1,2,3,0,1
22,2,2,3,1,1,2,2,0,1
23,3,2,2,1,0,1,2,0,1
36,2,3,9,1,1,2,3,0,1
28,3,2,2,1,1,2,1,0,1
46,1,1,5,1,1,1,3,0,1
47,3,3,5,1,1,2,1,0,1
41,0,3,5,1,0,1,3,0,1
44,3,3,5,1,1,2,3,0,1
34,1,2,3,0,1,2,1,1,1
37,1,2,6,1,1,2,3,0,1
22,1,3,2,1,1,2,1,0,1
33,1,2,4,1,1,1,2,0,1
21,2,3,3,1,1,2,0,0,1
31,3,3,4,1,0,2,3,0,1
41,3,2,5,1,0,2,3,0,1
30,3,2,4,1,1,2,2,0,1
32,1,3,5,1,1,2,3,0,1
27,3,3,2,0,0,1,3,0,1
26,3,3,1,0,0,1,3,0,1
42,3,3,5,0,1,1,3,0,1
37,3,3,6,1,1,0,3,0,1
30,1,2,5,1,0,2,3,0,1
27,3,3,1,1,1,0,3,0,1
34,1,3,6,1,1,2,2,0,1
32,2,3,5,0,1,0,3,0,1
28,3,3,1,0,0,1,3,0,1
29,2,2,1,0,0,1,3,0,1
42,3,3,3,0,1,1,3,0,1
21,1,1,0,0,1,3,3,0,1
22,3,3,2,1,1,2,3,0,1
45,1,2,3,0,0,1,3,0,1
34,3,3,2,0,0,1,3,0,1
35,1,2,5,1,1,2,2,0,1
19,3,3,1,1,1,1,2,0,1
27,3,3,4,1,1,2,2,0,1
37,1,3,4,1,0,1,2,0,1
26,2,1,4,1,1,2,3,0,1
28,0,2,5,1,1,2,3,0,1
31,2,3,5,1,1,0,3,0,1
32,1,1,6,1,1,1,2,0,1
40,1,1,4,0,0,1,3,0,1
27,2,2,5,1,1,1,3,0,1
27,1,1,3,1,1,1,1,1,1
37,3,3,5,0,0,1,3,0,1
22,3,2,1,1,1,1,1,0,1
27,3,3,4,1,1,0,1,1,1
21,3,3,1,0,1,1,3,0,1
30,0,2,2,1,1,2,3,0,1
23,1,1,1,1,1,1,3,0,1
25,1,3,3,1,1,0,2,0,1
42,1,3,6,1,1,1,3,0,1
29,3,3,3,1,1,0,3,0,1
33,3,3,2,1,0,1,3,0,1
39,2,2,8,1,0,0,3,0,1
33,2,2,4,1,0,1,1,0,1
17,2,2,1,1,1,1,3,0,1
21,0,2,4,1,1,2,1,0,-1
44,2,3,2,1,1,0,3,1,-1
23,3,3,2,1,1,1,3,0,-1
47,0,1,4,1,1,1,1,0,-1
47,0,0,7,1,1,1,2,1,-1
35,3,3,2,1,0,1,3,0,-1
32,1,3,4,1,1,2,1,0,-1
45,0,3,5,1,1,0,1,1,-1
22,1,1,2,1,1,2,0,0,-1
23,0,0,3,1,1,1,0,1,-1
30,3,3,0,1,0,0,3,0,-1
44,0,2,0,1,1,1,2,0,-1
40,2,2,1,1,0,2,2,0,-1
34,3,3,4,1,1,1,2,0,-1
37,2,3,1,1,1,1,3,0,-1
49,2,3,5,1,1,0,3,0,-1
22,3,3,0,1,1,1,3,0,-1
20,2,3,0,1,0,1,3,0,-1
47,3,3,4,1,1,0,3,0,-1
49,1,1,8,1,0,2,0,0,-1
22,1,3,1,1,1,1,3,0,-1
22,2,2,2,1,1,2,3,0,-1
25,2,1,2,1,1,2,1,0,-1
32,1,3,0,1,0,2,3,0,-1
28,3,3,0,0,1,0,2,0,-1
30,1,3,4,1,0,0,3,0,-1
45,1,3,2,1,0,1,3,0,-1
49,1,0,10,1,0,1,3,0,-1
34,3,3,2,1,0,0,3,0,-1
25,1,3,1,1,1,1,1,0,-1
42,0,2,12,1,1,2,2,0,-1
48,1,0,3,1,0,3,2,0,-1
35,2,3,5,1,0,1,1,0,-1
33,1,2,1,1,1,2,3,0,-1
20,1,3,0,1,1,2,1,0,-1
36,1,2,4,1,1,2,0,1,-1
19,2,2,2,1,1,2,1,0,-1
27,2,1,3,1,1,2,1,0,-1
30,0,1,4,1,1,3,0,0,-1
31,2,3,3,1,0,2,1,0,-1
44,0,0,11,1,1,3,0,1,-1
24,2,2,2,1,1,2,2,0,-1
18,2,3,0,1,0,2,0,0,-1
45,0,1,6,1,1,2,2,1,-1
25,1,1,3,1,0,2,0,0,-1
36,2,3,6,1,1,1,3,0,-1
30,0,0,5,1,1,1,1,0,-1
32,1,3,2,1,1,2,2,0,-1
42,0,3,11,0,1,1,1,1,-1
22,1,3,0,1,1,2,2,0,-1
36,1,3,2,1,0,1,3,0,-1
27,1,2,2,1,1,2,2,0,-1
40,2,3,1,1,1,0,1,0,-1
22,1,2,2,1,1,2,0,0,-1
26,1,3,0,1,1,2,0,0,-1
31,2,3,0,1,0,1,2,0,-1
32,3,3,1,1,1,0,3,0,-1
34,1,2,3,1,0,2,1,0,-1
40,2,2,1,0,1,2,3,0,-1
45,0,1,1,1,0,2,2,0,-1
26,2,3,3,1,1,2,1,0,-1
48,0,2,5,1,1,2,1,0,-1
43,0,2,8,1,1,2,0,0,-1
27,2,3,2,1,0,1,1,0,-1
42,2,1,1,1,1,2,2,0,-1
34,2,1,8,1,0,1,2,1,-1
32,2,1,4,1,1,1,1,1,-1
31,2,2,2,1,0,1,2,0,-1
22,1,2,1,1,1,2,2,0,-1
27,2,3,0,1,1,2,2,0,-1
37,0,1,2,1,1,1,1,1,-1
22,0,1,0,1,1,1,3,0,-1
32,3,3,4,1,0,0,2,0,-1
37,2,2,2,1,1,0,3,0,-1
45,0,2,1,1,1,1,2,1,-1
47,0,3,8,1,1,2,2,0,-1
28,2,3,0,1,1,2,1,0,-1
48,0,2,4,1,1,2,3,1,-1
